tx_alimento;vl_kcal;vl_proteina;vl_carboidrato;vl_gordura;vl_umidade;cd_usuario;tx_grupo;vl_kj;vl_lipideos;vl_colesterol;vl_fibra_alimentar;vl_cinzas;vl_calcio;vl_magnesio;vl_manganes;vl_fosforo;vl_ferro;vl_sodio;vl_potassio;vl_cobre;vl_zinco;vl_retinol;vl_re;vl_rae;vl_tiamina;vl_riboflavina;vl_piridoxina;vl_niacina;vl_vitamina_c
Queijo, parmesão;453;35.55;1.66;;21.25;0;Leite e derivados;1895.2;33.53;105.84;;8.01;991.97;33.37;0.05;744.62;0.53;1844.08;96.24;0.17;4.36;66.15;;;;0.44;0.23;;
Queijo, pasteurizado;303;9.36;5.68;;54.42;0;Leite e derivados;1268.09;27.44;82.16;;3.11;323.3;16;0.01;577.94;0.27;780.43;193.72;0.05;1.3;57.31;;;;0.2;;;
Queijo, petit suisse, morango;121;5.79;18.46;;72.22;0;Leite e derivados;506.71;2.84;12.07;;0.7;730.93;26.51;0.02;448.46;0.14;412.47;121.46;0.01;2.66;272.66;;;0.22;0.27;0.21;2.68;
Queijo, prato;360;22.66;1.88;;42.44;0;Leite e derivados;1505.74;29.11;90.9;;3.91;939.99;28.27;0.03;460.84;0.28;579.77;73.47;0.1;3.46;122.67;;;;0.22;;;
Queijo, requeijão, cremoso;257;9.63;2.43;;62.47;0;Leite e derivados;1073.52;23.44;73.67;;2.03;259.47;11.63;0.02;447.88;0.12;557.92;93.06;0.05;1.28;194.59;;;;0.19;;;
Queijo, ricota;140;12.6;3.79;;73.57;0;Leite e derivados;584.64;8.11;48.7;;1.93;253.24;11.81;;161.52;0.14;282.58;112.38;;0.46;52.85;;;;0.15;;;
Bebida isotônica, sabores variados;26;0;6.4;;93.51;0;Bebidas (alcoólicas e não alcoólicas);107.17;0;;;0.09;1.23;;;8.97;0.67;44.08;13.03;;;;;;;;;;
Café, infusão 10%;9;0.71;1.48;;97.37;0;Bebidas (alcoólicas e não alcoólicas);37.95;0.07;;;0.37;3.16;9.66;0.04;9.5;;1.03;155.7;0.01;;;;;;;;;
Cana, aguardente 1;216;;;;;0;Bebidas (alcoólicas e não alcoólicas);902.33;;;;;;;;;;3.15;;0.06;;;;;;;;;
Cana, caldo de;65;;18.15;;81.73;0;Bebidas (alcoólicas e não alcoólicas);273.4;;;0.14;0.12;9.08;11.97;0.21;4.78;0.75;;17.97;0.01;0.05;;;;;;0.03;;2.78
Cerveja, pilsen 2;41;0.56;3.32;;92.38;0;Bebidas (alcoólicas e não alcoólicas);170.37;;;;0.12;4.99;6.74;0.01;19;;4.23;29.47;;;;;;;;0.14;2.92;
Chá, erva-doce, infusão 5%;1;0;0.39;;99.61;0;Bebidas (alcoólicas e não alcoólicas);5.85;0;;;0;1.93;0.88;0.01;0.65;;0.63;9.93;0.01;;;;;1.23;0.23; ; ; 
Chá, mate, infusão 5%;3;0;0.64;;99.31;0;Bebidas (alcoólicas e não alcoólicas);11.43;0.05;;;0;0.64;2.04;0.27;;;;5.34;;;;;;0.89;; ; ; 
Chá, preto, infusão 5%;2;0;0.63;;99.37;0;Bebidas (alcoólicas e não alcoólicas);9.41;0;;;0;0.25;0.96;0.09;1.51;;;13.44;;;;;;3.11;0.48; ; ; 
Coco, água de;22;0;5.28;;94.25;0;Bebidas (alcoólicas e não alcoólicas);89.99;0;;0.13;0.46;18.84;5.16;0.25;3.76;;1.78;161.65;;;;;;0.01;;;;2.41
Refrigerante, tipo água tônica;31;0;7.95;;92.01;0;Bebidas (alcoólicas e não alcoólicas);128.78;0;;;0.04;1.08;;;0.15;;8.29;1.51;;;;;;;;;;
Refrigerante, tipo cola;34;0;8.66;;91.28;0;Bebidas (alcoólicas e não alcoólicas);140.22;0;;;0.06;1.37;;;16.68;;7.12;0.91;;;;;;;;;;
Refrigerante, tipo guaraná;39;0;10;;89.96;0;Bebidas (alcoólicas e não alcoólicas);161.92;0;;;0.04;1.41;;;;;9.01;1.38;;;;;;;;;;
Refrigerante, tipo laranja;46;0;11.79;;88.17;0;Bebidas (alcoólicas e não alcoólicas);190.9;0;;;0.04;2.34;1.21;;1.47;;9.27;15.5;;;;;;;;;;
Refrigerante, tipo limão;40;0;10.26;;89.69;0;Bebidas (alcoólicas e não alcoólicas);166.18;0;;;0.05;1.75;0.53;;;;8.8;4.27;;;;;;;;;;
Omelete, de queijo;268;15.57;0.44;;60.49;0;Ovos e derivados;1121.34;22.01;383.83;;1.49;165.73;14.27;0.03;313.61;1.37;216.05;126.93;0.03;1.36;58.75;;;0.03;0.24;;;
Ovo, de codorna, inteiro, cru;177;13.69;0.77;;71.67;0;Ovos e derivados;740.12;12.68;568;;1.19;78.73;11.06;;279.44;3.35;128.99;78.73;0.04;2.05;305.17;;;0.11;0.12;;0.97; 
Ovo, de galinha, clara, cozida/10minutos;59;13.45;0;;85.23;0;Ovos e derivados;248.68;0.09;;;0.67;6.23;11.01;;15.43;0.08;180.54;145.87;0.03;;;;;;0.08;;; 
Ovo, de galinha, gema, cozida/10minutos;353;15.9;1.56;;50.02;0;Ovos e derivados;1475.59;30.78;1272.37;;1.74;114.43;9.37;0.06;385.75;2.92;44.91;87.38;;2.87;148.48;;;0.18;0.22;;; 
Ovo, de galinha, inteiro, cozido/10minutos;146;13.29;0.61;;75.77;0;Ovos e derivados;609.61;9.48;396.57;;0.85;49.22;11.24;0.02;184.19;1.52;145.9;138.9;0.04;1.24;32.44;;;0.08;0.3;;; 
Ovo, de galinha, inteiro, cru;143;13.03;1.64;;75.6;0;Ovos e derivados;598.78;8.9;355.94;;0.83;42.02;12.66;;164.35;1.56;167.91;150;0.06;1.08;78.83;;;0.07;0.58;;0.75; 
Ovo, de galinha, inteiro, frito;240;15.62;1.19;;63.5;0;Ovos e derivados;1004.94;18.59;516.26;;1.1;72.89;16.25;0.03;422.41;2.1;166.11;184.01;0.04;1.46;93.89;;;0.06;0.32;;;
Achocolatado, pó;401;4.2;91.18;;1.1;0;Produtos açucarados;1677.87;2.17;;3.89;1.35;44.4;76.74;0.55;199.97;5.36;64.79;496.45;0.56;1.04;795.85;;;1.38;1.02;1.52;4.99;
Açúcar, cristal;387;0.32;99.61;;0.05;0;Produtos açucarados;1619.21;;;;;7.59;1.01;;;0.16;;2.56;;;;;;;;;;
Açúcar, mascavo;369;0.76;94.45;;3.32;0;Produtos açucarados;1542.03;0.09;;;1.38;126.53;79.95;2.03;38.16;8.3;25.2;521.63;0.17;0.48;;;;;0.03;;;
Açúcar, refinado;387;0.32;99.54;;0.12;0;Produtos açucarados;1617.43;;;;;3.5;0.55; ;;0.11;12.16;6.35;;;;;;;;;;
Chocolate, ao leite;540;7.22;59.58;;1.26;0;Produtos açucarados;2257.63;30.27;16.52;2.17;1.68;191.19;57.1;0.3;212.11;1.58;77.1;354.51;0.31;1.06;;;;0.05;0.22;0.59;0.63;
Chocolate, ao leite, com castanha do Pará;559;7.41;55.38;;1.21;0;Produtos açucarados;2338.34;34.19;15.5;2.46;1.81;171.23;79.57;0.36;302.52;1.47;64.05;430.92;0.45;1.3;36.15;;;0.04;0.24;;1.37;1.42
Chocolate, ao leite, dietético;557;6.9;56.32;;1.73;0;Produtos açucarados;2329.75;33.77;12.96;2.85;1.28;187.89;67.21;0.41;276.47;3.31;84.71;458.4;0.43;1.12;7.04;;;0.31;0.25;;0.79;2.05
Chocolate, meio amargo;475;4.86;62.42;;1.02;0;Produtos açucarados;1987.06;29.86;2.22;4.94;1.84;44.67;107.36;0.83;219.98;3.61;8.87;431.7;0.77;1.52;;;;0.2;0.04;;1.06;2.1
Cocada branca;449;1.12;81.38;;3.42;0;Produtos açucarados;1877.97;13.59;;3.57;0.48;7.06;17.41;0.36;396.41;1.24;28.99;183.07;0.2;0.41;;;;;;0.16;0.47;
Doce, de abóbora, cremoso;199;0.92;54.61;;43.88;0;Produtos açucarados;832.35;0.21;;2.28;0.38;12.99;5.52;0.01;13.74;0.85;;136.75;;;;;;0.08;;0.04;;0.11
Doce, de leite, cremoso;306;5.48;59.49;;27.5;0;Produtos açucarados;1281.6;5.99;20.06;;1.54;195.1;16.26;0.01;140.78;0.07;120.09;259.46;0.02;0.53;35.64;35.64;35.64;0.05;0.26;;;
Geléia, mocotó, natural;106;2.13;24.23;;73.48;0;Produtos açucarados;443.87;0.07;;;0.09;3.52;0.75;;;0.12;42.68;2.01;;;;;;0.19;;0.22;;
Glicose de milho;292;0;79.38;;20.41;0;Produtos açucarados;1222.22;0;;;0.21;5.67;1.9;;4.78;0.05;58.93;5.06;;;;;; ; ; ; ; 
Maria mole;301;3.81;73.55;;21.57;0;Produtos açucarados;1260.37;0.19;;0.67;0.87;13.36;6.89;0.06;4.35;0.39;15.31;23.56;0.2;0.09;;;;0.04;;;;
Maria mole, coco queimado;307;3.93;75.06;;20.73;0;Produtos açucarados;1282.95;0.09;;0.64;0.18;19.46;5.99;0.09;5.42;0.47;14.29;35.96;0.03;0.09;;;;0.04;;;;
Marmelada;257;0.4;70.76;;28.5;0;Produtos açucarados;1076.3;0.14;;4.07;0.2;11.32;5.8;0.06;19.62;0.73;10.88;83.15;0.09;0.08;;;;;;;;
Mel, de abelha;309;0;84.03;;15.82;0;Produtos açucarados;1293.87;0;;;0.14;10.2;5.51;0.38;3.89;0.25;6.04;99.32;;0.17;;;;0.11;;;;0.74
Melado;297;0;76.62;;22.09;0;Produtos açucarados;1240.58;0;;;1.3;102.06;115.14;2.62;73.61;5.39;4.01;395.06;0.84;0.27;;;;;0.05;0.2;;
Quindim;411;4.74;46.3;;23.93;0;Produtos açucarados;1721.08;24.43;271.02;3.22;0.61;37.18;14.9;0.25;167.91;1.38;27.37;111;0.1;1.11;75.98;;;;0.04;0.04;1.14;
Rapadura;352;0.99;90.79;;7.1;0;Produtos açucarados;1472.59;0.07;;;1.05;30.49;47.18;1.66;21.3;4.44;21.71;458.87;0.17;0.56;;;;;;0.04;;
Café, pó, torrado;419;14.7;65.75;;2.93;0;Miscelâneas;1751.5;11.95;;51.23;4.67;106.89;165.12;2.58;169.48;8.13;1.13;1608.58;1.3;0.52;;;;;;;11.89;
Capuccino, pó;417;11.31;73.61;;2.6;0;Miscelâneas;1746.43;8.63;28.9;2.44;3.84;466.59;70.85;0.17;357.61;2.28;382.29;885.8;;1.14;51.53;;;;1.41;;;
Fermento em pó, químico;90;0.48;43.91;;7.08;0;Miscelâneas;375.4;0.07;;;48.46; ; ; ; ; ;10052.41; ; ; ;;;; ; ; ; ; 
Fermento, biológico, levedura, tablete;90;16.96;7.7;;71.9;0;Miscelâneas;375.7;1.52;;4.17;1.93;18.01;38.45;0.2;418.66;2.62;39.61;576.24;0.29;11;;;;0.3;0.36;;;
Gelatina, sabores variados, pó;380;8.89;89.22;;1.24;0;Miscelâneas;1590.85;;;;0.62;26.84;2.31;0.03;1.99;0.33;234.92;7.25;;;;;;;;;;40
Shoyu;61;3.31;11.65;;70.63;0;Miscelâneas;254.92;0.33;;;14.09;14.53;23.63;0.07;47.04;0.5;5024.21;165.18;;0.19;;;;0.83;0.06;0.15;2.1;
Tempero a base de sal;21;2.67;2.07;;7.65;0;Miscelâneas;89.24;0.26;;0.56;87.35;;;;;;32560;;;;;;;;;;;
Azeitona, preta, conserva;194;1.16;5.54;;68.46;0;Outros alimentos industrializados;812.34;20.35;;4.56;4.48;58.75;4.76;0.06;16;5.45;1566.66;78.57;0.25;0.29;;;;;;0.04;;
Azeitona, verde, conserva;137;0.95;4.1;;76.26;0;Outros alimentos industrializados;572.94;14.22;;3.85;4.48;45.64;3.94;0.03;5.36;0.18;1347.18;19.81;0.14;0.08;;;;;;;;
Chantilly, spray, com gordura vegetal;315;0.53;16.86;;55.14;0;Outros alimentos industrializados;1317.78;27.27;;;0.21;2.27;0.85;;15.65;;109.7;5.11;0.01;0.07;;;;0.07;;;;
Leite, de coco;166;1.01;2.19;;77.98;0;Outros alimentos industrializados;695.21;18.36;;0.68;0.44;5.85;16.83;0.24;25.52;0.46;44.29;143.67;0.16;0.32;;;;;;;;
Maionese, tradicional com ovos;302;0.58;7.9;;58.42;0;Outros alimentos industrializados;1264.21;30.5;42.47;;2.6;3.48;0.86;;14.45;0.1;786.83;16.09;;0.06;8;;;;0.05;;;
Acarajé;289;8.35;19.11;;50.46;0;Alimentos preparados;1210.06;19.93;25.46;9.36;2.15;124.42;51.12;0.59;141.56;1.93;304.89;353.66;0.23;1.19;;;;0.06;;;; 
Arroz carreteiro;154;10.83;11.58;;68.04;0;Alimentos preparados;643.38;7.12;36.09;1.5;2.43;13.26;9.29;0.18;47.64;0.96;1621.73;87.15;0.08;2.67;;;;0.03;;0.07;1.6; 
Baião de dois, arroz e feijão-de-corda;136;6.24;20.42;;69.05;0;Alimentos preparados;567.69;3.23;4.1;5.07;1.06;33.3;18.68;0.27;71.68;0.56;93.3;157.31;0.08;0.6;;;;0.04;;0.04;;
Barreado;165;18.27;0.24;;71.17;0;Alimentos preparados;690.26;9.53;60.11;0.15;0.79;14.51;21.37;0.05;169.31;2.44;47.63;294.56;0.17;4.83;;;;0.03;0.04;;2.09;
Bife à cavalo, com contra filé;291;23.66;0;;54.21;0;Alimentos preparados;1218.5;21.15;256.63;;1.12;25.98;19.49;0.02;215.82;2.1;82.87;272.23;0.06;3.21;36.8;;;0.05;0.1;;2.92;
Bolinho de arroz;274;8.04;41.68;;41.5;0;Alimentos preparados;1144.38;8.29;70.3;2.74;0.49;23.57;13.45;0.42;87.27;2.12;58.86;96.45;0.13;0.86;;;;0.08;0.05;;;
Camarão à baiana;101;7.94;3.17;;81.99;0;Alimentos preparados;421.68;5.97;116.78;0.39;0.93;42.68;14.86;0.11;244.09;1.42;84.79;139.14;0.07;0.47;;;;;;;0.31;4.07
Charuto, de repolho;78;6.78;10.13;;81.55;0;Alimentos preparados;327.33;1.12;21.34;1.46;0.42;22.89;13.46;0.22;67.89;0.86;12.1;184.03;1.45;1.75;;;;0.03;;;0.32;4.77
Cuscuz, de milho, cozido com sal;113;2.16;25.28;;71.14;0;Alimentos preparados;474.71;0.68;;2.05;0.75;1.54;2.72;0.02;23.18;0.17;247.67;10.85;;0.2;;;;;;0.06;;
Cuscuz, paulista;142;2.56;22.51;;68.94;0;Alimentos preparados;594.64;4.65;15.05;2.43;1.34;14.16;5.1;0.06;25.95;0.33;235.71;52.93;0.05;0.21;;;;;;;0.93;
Cuxá, molho;80;5.64;5.74;;80.99;0;Alimentos preparados;335.1;3.59;58.39;3.02;4.03;105.48;33.58;0.23;111.13;0.94;1344.29;124.06;0.17;0.57;;32.58;16.29;0.04;;0.03;1.1;10.28
Dobradinha;125;19.77;0;;75.27;0;Alimentos preparados;520.91;4.44;144.02;;0.29;11.34;8.25;0.11;57.12;1.01;28.77;57.58;0.06;2.72;;;;;;;4.27; 
Estrogonofe de carne;173;15.03;2.98;;70.13;0;Alimentos preparados;724.42;10.8;66.22;;1.06;28.32;21.51;0.03;185.57;2.7;122.85;322.31;0.14;2.04;27.63;;;0.06;0.05;;3.25;
Estrogonofe de frango;157;17.55;2.59;;70.89;0;Alimentos preparados;656.08;7.96;79.96;;1;26.05;24.76;0.03;195.16;1.52;99.46;307.09;0.12;0.58;28.22;;;0.07;0.04;0.03;3.37;
Feijão tropeiro mineiro;152;10.17;19.58;;61.67;0;Alimentos preparados;634.13;6.79;67.88;3.57;1.79;41.2;36.11;0.38;199.26;2.16;365.07;348.93;0.22;1.45;8.77;;;;;;1.44;
Feijoada;117;8.67;11.64;;71.8;0;Alimentos preparados;489.25;6.48;21.96;5.09;1.41;32.38;31.85;0.24;105.46;1.35;278.22;303.49;0.15;0.83;;;;0.08;0.03;;0.93;
Frango, com açafrão;113;9.7;4.06;;79.52;0;Alimentos preparados;471.89;6.17;50.42;0.22;0.55;12.99;16.09;0.09;166.84;0.84;28.81;256.37;0.02;0.5;8.09;;;0.03;;;1.64;5.28
Macarrão, molho bolognesa;120;4.93;22.52;;71.41;0;Alimentos preparados;500.12;0.89;6.93;0.78;0.24;10.55;9.98;0.22;53.96;1.39;8.94;83.57;0.09;0.75;;;;0.04;;;1.44;
Maniçoba;134;9.96;3.42;;76.4;0;Alimentos preparados;561.59;8.7;42.77;2.16;1.53;65.98;23.65;0.6;54.88;3.22;406.7;147.71;0.16;2.03;;221.88;110.94;0.04;0.07;0.05;2.58;
Quibebe;86;8.56;6.64;;81.11;0;Alimentos preparados;361.29;2.67;;1.67;1.02;7.68;10.4;0.05;42.53;0.78;246.61;152.81;0.61;1.64;;104.92;52.46;;0.03;0.04;;
Salada, de legumes, com maionese;96;1.05;8.92;;82.04;0;Alimentos preparados;402.1;7.04;7.2;2.22;0.95;12.13;8.71;0.1;22.27;0.23;228.43;141.29;0.04;0.16;;282.75;141.38;0.04;;0.04;;
Salada, de legumes, cozida no vapor;35;2.01;7.09;;89.98;0;Alimentos preparados;148.15;0.31;;2.51;0.61;32.9;18.58;0.24;44.79;0.44;2.51;244.3;0.17;0.3;;510;255;0.05;0.03;0.03;;29.35
Salpicão, de frango;148;13.93;4.57;;72.53;0;Alimentos preparados;618.67;7.84;52.52;0.41;1.14;9.41;13.25;0.03;102.58;0.32;248.35;148.97;0.08;0.39;;14.5;7.25;0.05;;;1.48;9.26
Sarapatel;123;18.47;1.09;;74.95;0;Alimentos preparados;514.56;4.42;315.36;;1.06;12.23;12.8;0.1;163.5;7.18;215.62;198.76;1.48;1.77;1463.67;;;;0.11;;3.84;
Tabule;57;2.05;10.58;;85.77;0;Alimentos preparados;240.39;1.21;;2.08;0.39;18.85;17.98;0.37;35.47;0.55;1.19;187.63;0.12;0.58;;;;0.03;;;0.6;16.22
Tacacá;47;6.96;3.39;;85.19;0;Alimentos preparados;196.18;0.36;70.56;0.21;4.1;44.82;29.9;0.12;89.17;0.95;1349.06;240.18;0.22;0.79;;35.36;17.68;0.05;;;;
Tapioca, com manteiga;348;0.09;63.59;;24.9;0;Alimentos preparados;1455.31;10.91;31.19;;0.51;30.03;3.22;0.06;8.43;0.24;157.52;19.31;0.01;0.04;75.27;;;;;;;
Tucupi, com pimenta-de-cheiro;27;2.06;4.74;;91.88;0;Alimentos preparados;113.74;0.28;;0.23;1.04;28.26;42.49;0.52;30.81;1.15;5.13;390.84;0.12;0.85;;50.58;25.29;;;0.05;;46.4
Vaca atolada;145;5.12;10.06;;74.95;0;Alimentos preparados;606.25;9.32;18.59;2.34;0.54;62.66;15.75;0.04;71.77;0.73;25.63;219.81;0.12;1.2;;;;;;;0.77;
Vatapá;255;6;9.75;;58.36;0;Alimentos preparados;1066.47;23.23;44.45;1.7;2.67;46.82;39.32;0.48;108.44;1.44;879.85;209.41;0.28;0.85;;;;;;;1.8;
Virado à paulista;307;10.18;14.11;;48.59;0;Alimentos preparados;1284.27;25.59;65.84;2.16;1.53;40.71;21.81;0.15;135.49;1.05;345.53;237.26;0.07;1.04;10.17;;;0.14;0.05;;2.6;
Yakisoba;113;7.52;18.25;;69.38;0;Alimentos preparados;471.96;2.61;;1.06;2.25;13.95;13.34;0.15;83.03;0.62;793.76;158.57;0.06;0.68;;62;31;0.16;;;2.09;
Amendoim, grão, cru;544;27.19;20.31;;6.43;0;Leguminosas e derivados;2276.32;43.85;;8.04;2.22;;170.51;1.96;407.2;2.53;;580.44;0.78;3.17;;;;0.1;0.03;0.76;10.18;
Amendoim, torrado, salgado;606;22.48;18.7;;1.69;0;Leguminosas e derivados;2534.59;53.96;;7.76;3.17;39.43;159.34;1.7;260.76;1.33;375.73;495.67;0.68;2.12;;;;0.08;;0.21;7.47;
Ervilha, em vagem;88;7.45;14.23;;76.84;0;Leguminosas e derivados;366.97;0.47;;9.72;1.01;24.44;41.76;0.4;151.98;1.44;;310.98;0.2;1.23;;;;0.27;0.07;0.06;1.16;12.44
Ervilha, enlatada, drenada;74;4.6;13.44;;80.14;0;Leguminosas e derivados;308.97;0.38;;5.08;1.44;22.22;23.19;0.46;78.51;1.39;372.11;147.12;0.14;0.88;;9.17;4.58;0.07;0.03;;; 
Feijão, carioca, cozido;76;4.78;13.59;;80.35;0;Leguminosas e derivados;319.76;0.54;;8.51;0.74;26.59;42.34;0.28;86.85;1.29;1.76;254.62;0.19;0.7;;;;0.04;;;;
Feijão, carioca, cru;329;19.98;61.22;;14;0;Leguminosas e derivados;1376.65;1.26;;18.42;3.54;122.57;209.95;1.02;385.38;7.99;;1352.46;0.79;2.9;;;;0.17;;0.65;4.02; 
Feijão, fradinho, cozido;78;5.09;13.5;;80.01;0;Leguminosas e derivados;326.39;0.64;;7.47;0.75;17.45;38.12;0.53;84.59;1.06;0.98;252.98;0.1;1.12;;;;0.12;;;;
Feijão, fradinho, cru;339;20.21;61.24;;12.7;0;Leguminosas e derivados;1419.07;2.37;;23.59;3.49;77.52;178.39;1.43;354.52;5.13;10.31;1082.74;0.7;3.88;;;;0.14;0.03;0.26;;
Feijão, jalo, cozido;93;6.14;16.5;;75.84;0;Leguminosas e derivados;388.02;0.51;;13.87;1.01;29.4;44.1;0.32;121.01;1.92;0.52;347.72;0.24;1.01;;;;0.13;;0.04;;
Feijão, jalo, cru;328;20.1;61.48;;13.53;0;Leguminosas e derivados;1371.96;0.95;;30.32;3.94;97.97;169.9;0.99;427.19;7.03;24.58;1275.95;0.95;3.01;;;;0.1;;0.12;;
Feijão, preto, cozido;77;4.48;14.01;;80.22;0;Leguminosas e derivados;322.28;0.54;;8.4;0.76;29;40.37;0.37;88.03;1.47;1.85;256.37;0.2;0.72;;;;0.06;;0.03;;
Feijão, preto, cru;324;21.34;58.75;;14.88;0;Leguminosas e derivados;1353.8;1.24;;21.83;3.79;110.9;188.11;1.32;471.16;6.46;;1415.68;0.83;2.85;;;;0.12;;0.59;4.6; 
Feijão, rajado, cozido;85;5.54;15.27;;77.86;0;Leguminosas e derivados;354.39;0.4;;9.32;0.93;29.19;41.71;0.29;112.93;1.36;0.69;314.58;0.23;0.92;;;;0.09;;0.04;;
Feijão, rajado, cru;326;17.27;62.93;;14.96;0;Leguminosas e derivados;1363.33;1.17;;24.01;3.67;111.43;169.9;1.17;334.79;18.58;13.65;1134.54;0.84;2.6;;;;0.07;0.03;0.07;;
Feijão, rosinha, cozido;68;4.54;11.82;;82.58;0;Leguminosas e derivados;283.95;0.48;;4.76;0.58;19.24;42.96;0.46;89.51;1.18;2.08;240.57;0.09;1.31;;;;;;;3.69;
Feijão, rosinha, cru;337;20.92;62.22;;11.95;0;Leguminosas e derivados;1409.85;1.33;;20.63;3.58;67.66;184.5;1.08;393.59;5.32;24.11;1108.66;0.6;3.98;;;;0.16;0.03;;3.92;
Feijão, roxo, cozido;77;5.72;12.91;;79.99;0;Leguminosas e derivados;321.72;0.54;;11.51;0.85;22.53;34.39;0.32;106.33;1.41;1.46;268.09;0.22;1.01;;;;0.15;;0.03;;
Feijão, roxo, cru;331;22.17;59.99;;12.64;0;Leguminosas e derivados;1386.64;1.24;;33.84;3.97;120.46;161.94;1.34;393.7;6.92;9.76;1221.4;1.04;3.29;;;;0.26;;0.08;;
Grão-de-bico, cru;355;21.23;57.88;;12.29;0;Leguminosas e derivados;1484.08;5.43;;12.36;3.17;114.36;146.39;3.16;342.34;5.38;5.19;1115.7;0.67;3.19;;;;0.52;;0.75;;
Guandu, cru;344;18.96;64;;11.45;0;Leguminosas e derivados;1439.86;2.13;;21.31;3.45;129.34;166;1.02;269.19;1.94;1.62;1214.8;0.57;2.02;;;;1.06;;0.07;2.69;1.47
Lentilha, cozida;93;6.31;16.3;;76.25;0;Leguminosas e derivados;387.6;0.52;;7.86;0.61;16.1;21.65;0.29;103.74;1.48;1.18;219.9;0.17;1.13;;;;0.03;;;;
Lentilha, crua;339;23.15;62;;11.47;0;Leguminosas e derivados;1418.97;0.77;;16.94;2.61;53.52;93.53;1.08;367.74;7.05;;886.88;0.83;3.49;; ; ;0.11;;0.42;5.07; 
Paçoca, amendoim;487;16;52.38;;1.8;0;Leguminosas e derivados;2037.3;26.08;;7.32;3.75;22.48;100.67;1.06;198.5;1.13;166.84;347.6;0.38;1.56;;;;;;1.2;;
Pé-de-moleque, amendoim;503;13.16;54.73;;2.91;0;Leguminosas e derivados;2105.35;28.05;;3.39;1.15;27.11;107.9;1.09;170.71;1.26;16.35;355.41;0.43;1.43;;;;0.04;0.03;0.11;5.94;
Soja, farinha;404;36.03;38.44;;5.75;0;Leguminosas e derivados;1690.15;14.63;;20.18;5.15;206.02;241.9;2.87;539.25;13.06;5.75;1922.39;1.29;4.54;;;;0.2;0.04;0.03;;
Soja, extrato solúvel, natural, fluido;39;2.38;4.28;;91.28;0;Leguminosas e derivados;163.61;1.61;;0.37;0.45;16.52;15.45;0.15;52.89;0.43;56.53;121.04;0.08;0.28;;;;;;;;
Soja, extrato solúvel, pó;459;35.69;28.48;;4.47;0;Leguminosas e derivados;1920.02;26.18;;7.31;5.18;359.04;215.62;2.68;646.55;7.01;83.47;1606.8;1.19;5.84;;;;;0.11;0.35;;9.21
Soja, queijo (tofu);64;6.55;2.13;;86.65;0;Leguminosas e derivados;269.81;3.95;;0.75;0.72;80.76;38.2;0.33;129.52;1.43;1.21;181.69;0.18;0.89;;;;0.04;;0.03;;
Tremoço, cru;381;33.58;43.79;;9.69;0;Leguminosas e derivados;1595.27;10.34;;32.31;2.6;176.75;121.43;;264.68;2.79;3.29;708.32;0.79;4.24;;;;0.24;;0.07;;24.97
Tremoço, em conserva;121;11.11;12.39;;67.68;0;Leguminosas e derivados;504.77;3.78;;14.44;5.03;15.54;3.52;;39.72;0.34;1808.76;5.2;0.27;0.64;;;;;;;;
Amêndoa, torrada, salgada;581;18.55;29.55;;3.11;0;Leguminosas e derivados;2429.85;47.32;;11.64;1.47;236.7;222.1;1.95;493.06;3.06;278.52;639.6;0.93;2.58;;;;0.29;0.16;;;
Castanha-de-caju, torrada, salgada;570;18.51;29.13;;3.46;0;Leguminosas e derivados;2385.58;46.28;;3.66;2.61;32.59;236.61;1.59;594.22;5.22;125;671.46;1.92;4.72;;;;0.29;0.05;0.39;;
Castanha-do-Brasil, crua;643;14.54;15.08;;3.52;0;Leguminosas e derivados;2690.16;63.46;;7.93;3.4;146.34;365.12;1.1;853.28;2.31;0.65;650.99;1.79;4.22;;;;0.3;;0.44;;
Coco, cru;406;3.69;10.4;;42.96;0;Leguminosas e derivados;1700.74;41.98;;5.38;0.97;6.48;51.46;1;117.54;1.76;15.32;354.15;0.45;0.94;;;;;;0.03;;2.49
Farinha, de mesocarpo de babaçu, crua;329;1.41;79.17;;15.82;0;Leguminosas e derivados;1375.58;0.2;;17.86;3.4;60.95;39.35;0.38;25.56;18.33;12.46;362.07;0.22;0.34;;;;;;;2.58;
Gergelim, semente;584;21.16;21.62;;;0;Leguminosas e derivados;2441.56;50.43;;11.87;2.93;825.45;360.69;2.67;740.71;5.45;2.58;546.29;1.51;5.24;;;;0.94;;0.13;5.92;
Linhaça, semente;495;14.08;43.31;;6.68;0;Leguminosas e derivados;2071.53;32.25;;33.5;3.67;211.5;346.92;2.81;615.18;4.7;8.67;869.29;1.09;4.39;;;;0.12;;0.13;;
Pinhão, cozido;174;2.98;43.92;;50.51;0;Leguminosas e derivados;729.56;0.75;;15.6;1.84;15.77;52.97;0.41;165.84;0.76;0.86;727.01;0.18;0.83;;;;;;;;27.69
Pupunha, cozida;219;2.52;29.57;;54.46;0;Leguminosas e derivados;914.35;12.76;;4.25;0.69;27.59;25.29;0.13;48.77;0.52;0.91;303.36;0.28;0.29;;875.44;437.72;;0.09;0.03;;2.18
Noz, crua;620;13.97;18.36;;6.24;0;Leguminosas e derivados;2594.33;59.36;;7.25;2.06;105.31;152.89;4.05;396.28;2.04;4.57;533.26;0.75;2.06;;;;0.38;;0.13;1.08;
